exp_num,arch,encoder,lr,batch_size,weight_decay,encoder_lr_mult,loss_high_weight,loss_med_weight,augmentations,epoch,val_loss,val_iou,val_high_iou,decoder_lr
196,Segformer,tu-maxvit_nano_rw_256,0.003,64,1e-05,0.1,3,2,{},21,3.957097,0.6882,0.4168,0.00075
197,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.05,3,2,{},11,3.90415,0.6642,0.4178,0.00075
200,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.1,3,2,{},11,3.834287,0.6722,0.4287,0.00075
198,Segformer,tu-maxvit_nano_rw_256,0.003,64,1e-05,0.05,3,2,{},11,3.661953,0.6846,0.4571,0.00225
199,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.05,3,2,{},11,3.679976,0.6926,0.4357,0.0015
201,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.1,3,2,{},11,3.658213,0.6899,0.4457,0.0015
196,Segformer,tu-maxvit_nano_rw_256,0.003,64,1e-05,0.1,3,2,{},22,3.910141,0.688,0.4282,0.00061832
197,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.05,3,2,{},12,4.262322,0.646,0.3625,0.00070337
200,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.1,3,2,{},12,3.864029,0.6725,0.4252,0.00070337
198,Segformer,tu-maxvit_nano_rw_256,0.003,64,1e-05,0.05,3,2,{},12,3.905728,0.6831,0.3785,0.0021101
199,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.05,3,2,{},12,3.781449,0.6776,0.44,0.00140674
201,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.1,3,2,{},12,3.559643,0.6886,0.4586,0.00140674
196,Segformer,tu-maxvit_nano_rw_256,0.003,64,1e-05,0.1,3,2,{},23,3.820355,0.7003,0.4335,0.0004963
197,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.05,3,2,{},13,3.679988,0.6901,0.4413,0.00065451
200,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.1,3,2,{},13,3.940967,0.6784,0.4039,0.00065451
198,Segformer,tu-maxvit_nano_rw_256,0.003,64,1e-05,0.05,3,2,{},13,3.542151,0.6918,0.4935,0.00196353
199,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.05,3,2,{},13,3.849929,0.6841,0.429,0.00130902
201,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.1,3,2,{},13,3.709476,0.6958,0.4444,0.00130902
196,Segformer,tu-maxvit_nano_rw_256,0.003,64,1e-05,0.1,3,2,{},24,3.813507,0.693,0.442,0.00038528
197,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.05,3,2,{},14,3.692583,0.685,0.4469,0.00060396
200,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.1,3,2,{},14,3.860453,0.6685,0.4328,0.00060396
198,Segformer,tu-maxvit_nano_rw_256,0.003,64,1e-05,0.05,3,2,{},14,3.589375,0.6948,0.4521,0.00181187
199,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.05,3,2,{},14,4.016234,0.671,0.3897,0.00120791
201,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.1,3,2,{},14,3.483755,0.7064,0.4645,0.00120791
196,Segformer,tu-maxvit_nano_rw_256,0.003,64,1e-05,0.1,3,2,{},25,4.143738,0.6787,0.4012,0.00028647
197,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.05,3,2,{},15,3.797884,0.6717,0.4453,0.00055226
200,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.1,3,2,{},15,3.927829,0.6606,0.4363,0.00055226
198,Segformer,tu-maxvit_nano_rw_256,0.003,64,1e-05,0.05,3,2,{},15,4.080546,0.6654,0.4065,0.00165679
199,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.05,3,2,{},15,3.854537,0.6831,0.4311,0.00110453
201,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.1,3,2,{},15,3.701318,0.6952,0.4395,0.00110453
196,Segformer,tu-maxvit_nano_rw_256,0.003,64,1e-05,0.1,3,2,{},26,4.039408,0.6816,0.42,0.00020096
197,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.05,3,2,{},16,3.900699,0.6722,0.4332,0.0005
200,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.1,3,2,{},16,4.005885,0.6711,0.4054,0.0005
198,Segformer,tu-maxvit_nano_rw_256,0.003,64,1e-05,0.05,3,2,{},16,3.961463,0.6901,0.3865,0.0015
199,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.05,3,2,{},16,3.971616,0.6672,0.429,0.001
201,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.1,3,2,{},16,3.805879,0.6915,0.4071,0.001
196,Segformer,tu-maxvit_nano_rw_256,0.003,64,1e-05,0.1,3,2,{},27,4.112849,0.6786,0.4145,0.00012968
197,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.05,3,2,{},17,4.047543,0.6786,0.3934,0.00044774
200,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.1,3,2,{},17,4.16556,0.669,0.4007,0.00044774
198,Segformer,tu-maxvit_nano_rw_256,0.003,64,1e-05,0.05,3,2,{},17,3.901233,0.6892,0.4384,0.00134321
199,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.05,3,2,{},17,4.112845,0.6782,0.3925,0.00089547
201,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.1,3,2,{},17,3.887879,0.6888,0.4202,0.00089547
196,Segformer,tu-maxvit_nano_rw_256,0.003,64,1e-05,0.1,3,2,{},28,4.112516,0.6804,0.4122,7.342e-05
197,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.05,3,2,{},18,4.177244,0.6494,0.3996,0.00039604
200,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.1,3,2,{},18,4.009748,0.6781,0.3923,0.00039604
198,Segformer,tu-maxvit_nano_rw_256,0.003,64,1e-05,0.05,3,2,{},18,4.019184,0.6711,0.4184,0.00118813
199,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.05,3,2,{},18,4.048705,0.679,0.4039,0.00079209
201,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.1,3,2,{},18,3.902257,0.6733,0.4424,0.00079209
196,Segformer,tu-maxvit_nano_rw_256,0.003,64,1e-05,0.1,3,2,{},29,4.100263,0.6761,0.4151,3.278e-05
197,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.05,3,2,{},19,3.964705,0.6731,0.4292,0.00034549
200,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.1,3,2,{},19,3.992121,0.6744,0.4197,0.00034549
198,Segformer,tu-maxvit_nano_rw_256,0.003,64,1e-05,0.05,3,2,{},19,4.033352,0.6775,0.4011,0.00103647
199,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.05,3,2,{},19,4.032097,0.6754,0.4299,0.00069098
201,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.1,3,2,{},19,3.979901,0.6678,0.4298,0.00069098
197,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.05,3,2,{},20,3.948094,0.6775,0.4248,0.00029663
200,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.1,3,2,{},20,3.913512,0.6835,0.4341,0.00029663
198,Segformer,tu-maxvit_nano_rw_256,0.003,64,1e-05,0.05,3,2,{},20,3.803782,0.6931,0.4398,0.0008899
199,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.05,3,2,{},20,4.022911,0.675,0.4107,0.00059326
201,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.1,3,2,{},20,3.657814,0.6986,0.4606,0.00059326
197,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.05,3,2,{},21,4.040134,0.6785,0.4105,0.00025
200,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.1,3,2,{},21,4.042418,0.678,0.4256,0.00025
198,Segformer,tu-maxvit_nano_rw_256,0.003,64,1e-05,0.05,3,2,{},21,3.844857,0.6899,0.4508,0.00075
199,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.05,3,2,{},21,3.999166,0.6883,0.4237,0.0005
201,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.1,3,2,{},21,3.859699,0.6934,0.4328,0.0005
197,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.05,3,2,{},22,4.199937,0.6654,0.402,0.00020611
200,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.1,3,2,{},22,4.176867,0.671,0.401,0.00020611
198,Segformer,tu-maxvit_nano_rw_256,0.003,64,1e-05,0.05,3,2,{},22,4.020231,0.6823,0.4265,0.00061832
199,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.05,3,2,{},22,4.064173,0.6786,0.4154,0.00041221
201,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.1,3,2,{},22,3.968119,0.6899,0.4334,0.00041221
197,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.05,3,2,{},23,4.10014,0.6747,0.4147,0.00016543
200,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.1,3,2,{},23,4.114967,0.674,0.4251,0.00016543
198,Segformer,tu-maxvit_nano_rw_256,0.003,64,1e-05,0.05,3,2,{},23,4.01403,0.6861,0.4176,0.0004963
199,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.05,3,2,{},23,4.141054,0.6738,0.4119,0.00033087
201,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.1,3,2,{},23,3.846271,0.6953,0.4404,0.00033087
197,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.05,3,2,{},24,4.082621,0.6722,0.4166,0.00012843
200,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.1,3,2,{},24,4.082824,0.6734,0.4256,0.00012843
198,Segformer,tu-maxvit_nano_rw_256,0.003,64,1e-05,0.05,3,2,{},24,4.021934,0.6832,0.4227,0.00038528
199,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.05,3,2,{},24,4.121264,0.674,0.4132,0.00025686
201,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.1,3,2,{},24,4.10357,0.6817,0.4061,0.00025686
197,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.05,3,2,{},25,4.182804,0.6764,0.3957,9.549e-05
200,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.1,3,2,{},25,4.2086,0.6697,0.4103,9.549e-05
198,Segformer,tu-maxvit_nano_rw_256,0.003,64,1e-05,0.05,3,2,{},25,4.153862,0.6795,0.4027,0.00028647
199,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.05,3,2,{},25,4.199026,0.6729,0.4,0.00019098
201,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.1,3,2,{},25,4.147431,0.6763,0.4087,0.00019098
197,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.05,3,2,{},26,4.157547,0.6675,0.4138,6.699e-05
200,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.1,3,2,{},26,4.189171,0.6709,0.4194,6.699e-05
198,Segformer,tu-maxvit_nano_rw_256,0.003,64,1e-05,0.05,3,2,{},26,4.095804,0.6731,0.4255,0.00020096
199,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.05,3,2,{},26,4.224189,0.6686,0.4066,0.00013397
201,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.1,3,2,{},26,4.037093,0.6796,0.4243,0.00013397
197,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.05,3,2,{},27,4.161937,0.6719,0.4096,4.323e-05
200,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.1,3,2,{},27,4.249099,0.6689,0.411,4.323e-05
198,Segformer,tu-maxvit_nano_rw_256,0.003,64,1e-05,0.05,3,2,{},27,4.14523,0.6766,0.4209,0.00012968
199,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.05,3,2,{},27,4.203063,0.6722,0.4148,8.645e-05
201,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.1,3,2,{},27,4.091063,0.6789,0.4229,8.645e-05
197,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.05,3,2,{},28,4.157419,0.6731,0.41,2.447e-05
200,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.1,3,2,{},28,4.25878,0.6711,0.4077,2.447e-05
198,Segformer,tu-maxvit_nano_rw_256,0.003,64,1e-05,0.05,3,2,{},28,4.168537,0.6789,0.4135,7.342e-05
199,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.05,3,2,{},28,4.1914,0.6731,0.4161,4.894e-05
201,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.1,3,2,{},28,4.055876,0.6834,0.4272,4.894e-05
197,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.05,3,2,{},29,4.221007,0.6656,0.4066,1.093e-05
200,Segformer,tu-maxvit_nano_rw_256,0.001,64,1e-05,0.1,3,2,{},29,4.232879,0.6686,0.4123,1.093e-05
198,Segformer,tu-maxvit_nano_rw_256,0.003,64,1e-05,0.05,3,2,{},29,4.174065,0.6723,0.4146,3.278e-05
199,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.05,3,2,{},29,4.231338,0.6684,0.4121,2.185e-05
201,Segformer,tu-maxvit_nano_rw_256,0.002,64,1e-05,0.1,3,2,{},29,4.123527,0.6741,0.4156,2.185e-05
